Assigned To	Code	Date	User	Tweet
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:08:16 +0000 2018	DonovanColleen	@EdKrassen @therealroseanne Boot James Woods with her.
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:08:16 +0000 2018	MrWiked	ROSEANNE
Carmen Collins	Anti-Roseanne	Tue May 29 18:08:16 +0000 2018	cccapone	I just checked she is half African and half Scottish. She looks like Roseanne tho probably a Zionist in disguise
Sigfried Gold	Anti-Roseanne	Tue May 29 18:08:16 +0000 2018	Sydneyquid	@RealMattCouch Roseanne can go to Netflix ,,, apparently they dont care what people say about others looks
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:08:16 +0000 2018	BlairTomblair18	@TrumpStudents @JoyAnnReid @therealroseanne you people really arent making the minority appeal to Trump any more en... https://t.co/a6p5tK4ly9
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:08:16 +0000 2018	RONENSWORD	@RobertIger So the network that FIRED Isiah Washington for making homophobic remarks and then REHIRED him years lat... https://t.co/iylNJjZiBn
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:08:17 +0000 2018	Scubaridr1	So @ABC cancels @therealroseanne for being a racist and stupid , just like @POTUS does every day . Should I ask why... https://t.co/OtFF5dYodc
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:08:17 +0000 2018	216to843	@CaValleyGirlnAR @therealroseanne I can't handle crazy people like you. It's true.
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:08:17 +0000 2018	theQspot	SheTriedIt
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:08:17 +0000 2018	RussellHFilm	I wondered why Roseanne would leave Twitter. She got The Call, that's why. Too little, too late. https://t.co/8A9gUk1DYr
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:08:18 +0000 2018	elXavi_sistemas	@soonerrick @BethB1213 @therealroseanne @ABCNetwork It just happened     ...
Suzanne Garcia	Pro-Roseanne	Tue May 29 18:08:18 +0000 2018	EBSinger	@ABCNetwork @RoseanneOnABC @therealroseanne   Bad move on everyone. ABC you don't cancel shows of liberals that say... https://t.co/CBNN68ESlD
Suzanne Garcia	Neutral	Tue May 29 18:08:18 +0000 2018	Lolasglammy	@yashar No praise. They had a right to fire Roseanne, but they re-hired Olbermann.  When you hire crazy, expect crazy.
Sigfried Gold	Anti-Roseanne	Tue May 29 18:08:18 +0000 2018	ChairmanMoet	@kathysmith2k7 @GardenGirl9 @DaddyFems @therealroseanne @fixnews bahaha said the idiot
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:08:18 +0000 2018	angel25000	@gerardamo2 @ABC @Roseanne @ValerieJarrett @therealroseanne As a child I was terrified of Planet of the Apes...... https://t.co/Wim95Ijdwo
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:08:18 +0000 2018	CameronRidle	Fox about pick up Roseanne and do a MAGA hour with Last Man Standing huh?
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:08:19 +0000 2018	sill_el	@therealroseanne The dems can dish it out, but can't take it!
Kristen Byers	Neutral	Tue May 29 18:08:19 +0000 2018	mikerblackman	Has Roseanne announced she's starting her own podcast yet?
Kristen Byers	Pro-Roseanne	Tue May 29 18:08:19 +0000 2018	BentzTroy	@therealroseanne Racism the new WMD for the left.
Sarah Jackson	Anti-Roseanne	Tue May 29 18:08:19 +0000 2018	MomaTriedToo	Roseanne Barr Once Butchered The National Anthem. Kaepernick Kneeled During It. Only One Kept Their Job.... https://t.co/no00m72T9V
Kristen Byers	Unclear/Unrelated	Tue May 29 18:08:20 +0000 2018	ToTheTopCarlos	RoseanneBarr
Kristen Byers	Anti-Roseanne	Tue May 29 18:08:20 +0000 2018	Kwyjibo68	@THEsaragilbert I hate to mix metaphors, but you hitched your wagon to that sinking ship -- she goes down and now y... https://t.co/CvTvWXn43R
Kristen Byers	Neutral	Tue May 29 18:08:20 +0000 2018	KevzSehSuh246	That's sad for ABC too, Roseanne was their most watched show for the season
Sigfried Gold	Anti-Roseanne	Tue May 29 18:08:20 +0000 2018	ATYPIKALent	Roseanne show is trash anyway
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:08:20 +0000 2018	christine_57	I wonder how Roseanne treats local Hawaiians on her macadamia farm
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:08:21 +0000 2018	Sofuggit2	@wiselatinaslink @ABCNetwork @therealroseanne Just wondering if her CLEAR past history of racism and bigatory was i... https://t.co/KlsBjFCk3o
Sigfried Gold	Anti-Roseanne	Tue May 29 18:08:21 +0000 2018	rodstar_maximus	Roseanne was garbage anyway. good riddance
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:08:21 +0000 2018	foxlies45	@WillieGeist @therealroseanne @ValerieJarrett In these days of racial remarks/calling police on those just because... https://t.co/9ryjBMmC0r
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:08:21 +0000 2018	LadiesLoveBP	Honestly who even cared about Roseanne coming back other than old white people?
Suzanne Garcia	Pro-Roseanne	Tue May 29 18:08:22 +0000 2018	Alyssa40k	@FoxNews, STEP UP TO THE PLATE FOR ROSEANNE!!  ABC cancels 'Roseanne' after star's 'repugnant' Twitter rant https://t.co/c27xLPRkg1
Suzanne Garcia	Pro-Roseanne	Tue May 29 18:08:22 +0000 2018	MACMACKMAKMACH1	@CB618444 @RuthieRedSox @ABCNetwork "Muslim brotherhood &amp; planet of the apes had a baby=vj,"If Roseanne was a Democ... https://t.co/4jjhOTcAtb
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:08:22 +0000 2018	WodesHowie	@mattyglesias If ABC had simply campaigned in Waukesha Roseanne wouldn't have to be cancelled
Sarah Jackson	Pro-Roseanne	Tue May 29 18:08:22 +0000 2018	JudyFrances1975	@therealroseanne Ahh ROSIE don't go ! You apologized already so let's move on ........
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:08:22 +0000 2018	amish_hustle	@therealroseanne Oh now they cancelled your show
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:08:23 +0000 2018	childomatrix	@therealroseanne I thought her dad was Webb Hubbell?
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:08:23 +0000 2018	newsalanbeaconj	@1Romans58 @therealroseanne Fox !!!
Kristen Byers	Unclear/Unrelated	Tue May 29 18:08:24 +0000 2018	itsmikeyfun	Roseanne
Kristen Byers	Neutral	Tue May 29 18:08:24 +0000 2018	TunedToTheresa	ABC cancels 'Roseanne' following star's racially charged comments https://t.co/qMtA8isknc
Kristen Byers	Unclear/Unrelated	Tue May 29 18:08:24 +0000 2018	voter1vote	MSNBC
Michael Joseph, III	Neutral	Tue May 29 18:08:24 +0000 2018	txmedic37	Roseanne' Canceled by ABC After Roseanne Barr's 'Repugnant' Comments, Network President Says https://t.co/DQPQ1pzWTG
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:08:24 +0000 2018	2TuZGwYqTjGsClu	@MichaelSkolnik @ABC @Disney @therealroseanne Yeah... so Bill Maher is next...oh, wait.  https://t.co/ab85pCHKlf
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:08:24 +0000 2018	Belle_Vivant	@Mabel_Danger @therealroseanne almost certainly another network will take it because of the ratings
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:08:25 +0000 2018	Ajah1551	@therealroseanne Thank you for the laughs! Such BS! LOSING RATING SMH BUT PPL WILL BACK UP BILL COSBY! FUCK UP WORLD WE LIVE IN!!
Aditya Bhat	Pro-Roseanne	Tue May 29 18:08:26 +0000 2018	mymediazoo	IStandWithRosanne
Carmen Collins	Neutral	Tue May 29 18:08:26 +0000 2018	Just_Golem	Roseanne' Canceled by ABC Following Star Roseanne Barr's Racist Twitter Rants https://t.co/KzyhOe7oYF https://t.co/xcKPV8Ozhk
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:08:26 +0000 2018	2020joejr	@irritatedwoman @therealroseanne @TheView You have made a tremendous point!!
Kristen Byers	Unclear/Unrelated	Tue May 29 18:08:27 +0000 2018	bumsfan	@stephenjalter @therealroseanne @PressSec @realDonaldTrump Just to clarify your moronic tweet: which celebrity 'lef... https://t.co/JNGj9K4OUO
Sigfried Gold	Neutral	Tue May 29 18:08:27 +0000 2018	ChrisAlbertoLaw	Roseanne' Canceled by ABC Hours After Racist Tweet by Roseanne Barr https://t.co/USF5JPywEb
Sigfried Gold	Anti-Roseanne	Tue May 29 18:08:27 +0000 2018	BabersGreen	This is indeed a 'statement' by @Disney and good for them demonstrating leadership by showing even a cash cow can b... https://t.co/8UDYmIlplR
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:08:27 +0000 2018	BeBraveAndTrue	@KNT_of_Reason @Ronald_dlc_ @Dancingdaria @misstinafey @nicwil75 @DaddyFems @JakeSherman @therealroseanne Smarten u... https://t.co/U123k4Pskq
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:08:28 +0000 2018	KaterOrr	@FrauWolf @DubeAteo https://t.co/hlwAvpDwmI Nix entschuldigt das hier.
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:08:28 +0000 2018	RPfeilschiefter	Its quite interesting to note that Roseanne Barr's comments may be in 'bad taste,' But, if a comment about gay or l... https://t.co/uEbd4sx8V4
Aditya Bhat	Anti-Roseanne	Tue May 29 18:08:28 +0000 2018	EclecticDialect	@therealroseanne You are not sorry for your words, let's be clear. You are sorry for the CONSEQUENCES of your actio... https://t.co/TjN7dQ81k3
Aditya Bhat	Neutral	Tue May 29 18:08:28 +0000 2018	RheyofStarlight	@AriDavidUSA @ChelseaClinton @therealroseanne ABC cancels Roseanne after she compares black Obama advisor Valerie Jarrett to an ape
Suzanne Garcia	Neutral	Tue May 29 18:08:28 +0000 2018	MorrisonThompso	Congresswoman Beatty Calls on ABC to 'Delete' Roseanne  Barr for racist Twitter. Barr's comments are reprehensible... https://t.co/kzqTKAVLFO
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:08:28 +0000 2018	imaginography71	Roseanne
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:08:28 +0000 2018	TropicalJordan	@madmamma4 @KayaJones @Rambobiggs @ABCNetwork @jimmykimmel @FLOTUS @therealroseanne 100%
Kristen Byers	Pro-Roseanne	Tue May 29 18:08:29 +0000 2018	zattack2016	@k_ovfefe @LisaMei62 @therealroseanne I hope Trump dedicates his Tennessee Rally to Roseanne.
Kristen Byers	Unclear/Unrelated	Tue May 29 18:08:29 +0000 2018	AlwaysBeWoke	Roseanne
Kristen Byers	Anti-Roseanne	Tue May 29 18:08:29 +0000 2018	true_just_brian	@swtimogenation @therealroseanne Buh-bye
Aditya Bhat	Neutral	Tue May 29 18:08:30 +0000 2018	ian_shuker	@TT45Pac @RogerCa45372320 @therealroseanne Waiting on a response like https://t.co/kvf4qKEnke
Carmen Collins	Unclear/Unrelated	Tue May 29 18:08:30 +0000 2018	regul8tor8	@GeorgeNickle3 @morgfair @therealroseanne @GOP  https://t.co/ZG3l4zxSIK
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:08:30 +0000 2018	InsiderSubo	@CarmineSabia @therealroseanne https://t.co/7efjBay6DY
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:08:31 +0000 2018	onedisastrousbi	Roseanne
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:08:31 +0000 2018	krassmasterzero	WEWIN
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:08:31 +0000 2018	AdamWeinrib	@therealroseanne  https://t.co/XPKxUomI5R
Aditya Bhat	Anti-Roseanne	Tue May 29 18:08:32 +0000 2018	mtskullcrusher	@YesYoureRacist @therealroseanne https://t.co/u3ulvyEpHw
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:08:32 +0000 2018	OttawaMark67	@TheTweetOfGod @realDonaldTrump @therealroseanne Well that will last me a day...
Kristen Byers	Anti-Roseanne	Tue May 29 18:08:32 +0000 2018	Rosserator	If there's one thing the Trump administration is doing, its emboldening racists to come into full public view so th... https://t.co/Lmq7NGdDuE
Carmen Collins	Anti-Roseanne	Tue May 29 18:08:32 +0000 2018	Narciso1978	@therealroseanne ha, you should have thought of that earlier.
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:08:32 +0000 2018	lisaquestions	@AgentCoop85 @WoodsMichelle5 @therealroseanne What did she say?
Kristen Byers	Unclear/Unrelated	Tue May 29 18:08:33 +0000 2018	alsopeterbrown	FamilyMatters
Sarah Jackson	Pro-Roseanne	Tue May 29 18:08:33 +0000 2018	SusanSPatt	@therealroseanne WAIT...ITS JUST COMEDY RIGHT? NO DIFFERENT THAN THAT "COMEDIAN" WHO SAID THINGS ABOUT SARAH SANDER... https://t.co/tc4eAhHzUG
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:08:33 +0000 2018	bloodrootholler	the other thing about this @therealroseanne racist tweet: why did she pick @ValerieJarrett's name out of the air? V... https://t.co/gUezEOVYTU
Sarah Jackson	Anti-Roseanne	Tue May 29 18:08:33 +0000 2018	Kwaselow	@kwickymartkidd @RealAlexJones @therealroseanne And you wonder why Black people don't vote GOP.
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:08:33 +0000 2018	StupidMassive	@realDonaldTrump The sad thing is, ABC cancelled Roseanne after one abhorrent tweet. Idiot donald has made hundreds... https://t.co/2TvsARz6fT
Aditya Bhat	Neutral	Tue May 29 18:08:34 +0000 2018	Hotyce	@WayneDupreeShow @ABCNetwork @therealroseanne They were just looking for a reason. She supports free speech and thi... https://t.co/cusYdMnbvR
Carmen Collins	Unclear/Unrelated	Tue May 29 18:08:34 +0000 2018	genellog	@mitchellvii Bill, I've been following you for a while. As a black man, I feel like you're crossing the line. Just... https://t.co/NDIBXQS5Ti
Sigfried Gold	Anti-Roseanne	Tue May 29 18:08:34 +0000 2018	1angryhillbilly	@Stonekettle          @therealroseanne come 2 Canada we have a real place for you an igloo jail on a melting ice burg nor... https://t.co/jWeVKwgJB2
Sarah Jackson	Neutral	Tue May 29 18:08:34 +0000 2018	dieb1948	ABC Cancels 'Roseanne' After Racist Twitter Rant From Its Star https://t.co/O0SOIRkEkE
Sarah Jackson	Anti-Roseanne	Tue May 29 18:08:34 +0000 2018	jason_s_quick	[1 yr ago] ABC boardroom: We're confident the racist moron won't say anything racist or moronic.  [1 day ago]... https://t.co/7jd8P8Q1Hq
Aditya Bhat	Neutral	Tue May 29 18:08:35 +0000 2018	harry_slater	Roseanne got cancelled. https://t.co/m3SCvULKuq
Carmen Collins	Neutral	Tue May 29 18:08:35 +0000 2018	BRashine	Via @adweek     ABC Cancels Roseanne Following Roseanne Barr's Racist Tweet https://t.co/5RLgovg9Ls
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:08:35 +0000 2018	KeefFan	Unpopular opinion: we should be more merciful to people who make racist comments. If someone makes fun of my ethnic... https://t.co/lUFEnOgFm5
Sigfried Gold	Pro-Roseanne	Tue May 29 18:08:35 +0000 2018	FLRealist	@TheTweetOfGod @realDonaldTrump @therealroseanne I support Roseanne against the phony, fake news.  We all know ther... https://t.co/3FNPbjmCsY
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:08:35 +0000 2018	Mikel_Jollett	@RedState Roseanne show cancelled after racist remark. Glad ABC had the guts to cancel a show starring one of Trumps many NeoKlans.
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:08:35 +0000 2018	MacklinTony	@guardian @therealroseanne HATE this bitch.
Aditya Bhat	Anti-Roseanne	Tue May 29 18:08:36 +0000 2018	tinfoilted1	Roseanne I hope the new tax cut helps the show's cast and crew now that they are unemployed.
Kristen Byers	Pro-Roseanne	Tue May 29 18:08:36 +0000 2018	Jacquelineca1	Awww @ABCNetwork all butthurt over @therealroseanne joke, that they are cancelling it...however other networks can... https://t.co/hwvnInvZHT
Carmen Collins	Anti-Roseanne	Tue May 29 18:08:36 +0000 2018	WDianeWaggoner	Well done: https://t.co/hJ5oz61ZaD Except wait, not well done because you actually gave this racist piece of shit a... https://t.co/neC6XYo8o0
Carmen Collins	Anti-Roseanne	Tue May 29 18:08:36 +0000 2018	Jerry60643	Twitter rednecks in response to the Roseanne situation: "WHAT HAPPENED TO FREEDOM OF SPEECH?"
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:08:36 +0000 2018	Brandy1492	@therealroseanne @Rumfolo @ChelseaClinton @OpenSociety  https://t.co/JkMpCsbIT7
Sigfried Gold	Anti-Roseanne	Tue May 29 18:08:36 +0000 2018	EncycloSeries	@therealroseanne Just shut the fuck up and let this racist show be cancelled, thats what happens when you spread th... https://t.co/Xizrc4IxGT
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:08:36 +0000 2018	Raggmuffx3	@KeepGodInUSA @GeorgeWillard9 @OregonDarryl @hardball @HardballChris They are not disrespecting anyone. They are ma... https://t.co/5qPGxFVYNR
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:08:36 +0000 2018	HylianTom	@THR So wait, it's OK for the View the say the horrible things about @POTUS and it's not OK for @therealroseanne I... https://t.co/idah62Wfkg
Kristen Byers	Anti-Roseanne	Tue May 29 18:08:37 +0000 2018	dylanpfunk	Roseanne just called an Obama advisor a vile, racist slur on Twitter https://t.co/8l0EYtQOMw via @anteksiler
Sigfried Gold	Anti-Roseanne	Tue May 29 18:08:37 +0000 2018	BlunderBusket	Nothing more satisfying than seeing Roseanne canceled because of a tweet.  Welcome to Twitter politics, bitch.
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:08:37 +0000 2018	amlynrod	Roseanne is going to do a stand up special with Netflix and cash the fuck out....watch what i tell you
Aditya Bhat	Neutral	Tue May 29 18:08:38 +0000 2018	Bloodyroarxx	ABC straight up nuked Roseanne from orbit
Kristen Byers	Unclear/Unrelated	Tue May 29 18:08:38 +0000 2018	pmaus99	Roseanne
Carmen Collins	Unclear/Unrelated	Tue May 29 18:08:38 +0000 2018	valeriemerie2	@therealroseanne https://t.co/HygXMdD9Oh
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:08:38 +0000 2018	lafleurmtl	@therealroseanne Pitch the show to Fox..!
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:08:38 +0000 2018	BobbyBillings7	@Lani6400 @therealroseanne Liberals: love the double standard
Aditya Bhat	Neutral	Tue May 29 18:08:39 +0000 2018	AphroditeBrown	&amp; just like that Roseanne is cancelled
Carmen Collins	Unclear/Unrelated	Tue May 29 18:08:39 +0000 2018	AJDorsey	ABC
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:08:39 +0000 2018	RahailAlp	@therealroseanne You should also apologize to all those people that are out of a job because of your trailer trash attitude
Aditya Bhat	Anti-Roseanne	Tue May 29 18:08:40 +0000 2018	thekennwade	@therealroseanne You're an idiot gtfo you knew exactly what you were saying
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:08:41 +0000 2018	BrianMcCraw	Roseanne
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:08:41 +0000 2018	Trump_Bedbug	@BMan_777 @USAHotLips @ABC @therealroseanne @ArizonaKayte @carrieksada_ @KatTheHammer1 @kwilli1046 @DonnaWR8... https://t.co/WdhMxZMr1G
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:08:41 +0000 2018	SelvenaBrooks31	Roseanne
Carmen Collins	Neutral	Tue May 29 18:08:42 +0000 2018	Ian_Rado	ABC CANCELS Roseanne OVER RACIST TWEET! Roseanne is under fire after saying a former Obama adviser is the offspring... https://t.co/5ecJdWTEHh
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:08:42 +0000 2018	RobertoWinsSher	@AprilDRyan Well..well..WELL!!  As my dad used to say..'Once something flies out of your mouth before you take time... https://t.co/guv0Z3bIBO
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:08:42 +0000 2018	Christine02279	@Amy_Siskind @realDonaldTrump  Players not respecting R Flag? But it was 'Funny' when Roseanne absolutely disrected... https://t.co/JqpDYfjUWT
